age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
26,entrepreneur,single,high.school,no,yes,no,cellular,apr,fri,707,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1
32,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,fri,482,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1
54,housemaid,married,unknown,no,yes,no,cellular,apr,fri,117,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1
41,admin.,married,basic.6y,no,no,no,cellular,apr,fri,1203,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1
50,management,divorced,university.degree,unknown,no,no,telephone,apr,mon,475,6,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1
53,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,583,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1
55,retired,married,basic.4y,no,yes,no,cellular,apr,mon,158,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1
55,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,1435,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1
32,blue-collar,married,basic.9y,no,unknown,unknown,cellular,apr,mon,1063,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1
34,blue-collar,married,basic.9y,unknown,yes,no,telephone,apr,mon,1353,2,5,1,success,-1.8,93.075,-47.1,1.466,5099.1
29,technician,single,professional.course,no,yes,no,cellular,apr,mon,740,3,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1
37,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,1138,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1
60,retired,divorced,basic.4y,no,no,no,cellular,apr,tue,465,4,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
43,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,tue,608,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1
41,admin.,married,university.degree,no,no,no,cellular,apr,tue,463,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
34,admin.,single,high.school,no,yes,yes,cellular,apr,tue,2299,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
32,technician,single,university.degree,no,no,no,cellular,apr,tue,721,4,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
19,student,single,basic.9y,no,yes,no,cellular,apr,tue,299,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
31,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,84,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1
44,services,divorced,high.school,no,yes,yes,cellular,apr,tue,895,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
25,student,single,high.school,no,yes,no,cellular,apr,wed,327,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
25,student,single,high.school,no,yes,no,cellular,apr,wed,117,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
55,admin.,divorced,university.degree,no,yes,no,cellular,apr,wed,952,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
46,blue-collar,divorced,basic.9y,no,no,yes,cellular,apr,wed,903,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
27,technician,single,basic.9y,no,yes,no,telephone,apr,wed,523,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
48,blue-collar,married,basic.9y,no,yes,no,cellular,apr,wed,1032,3,999,2,failure,-1.8,93.075,-47.1,1.445,5099.1
63,retired,married,unknown,no,no,no,cellular,apr,wed,150,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1
63,retired,married,unknown,no,yes,no,telephone,apr,wed,236,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
29,admin.,married,university.degree,no,yes,yes,cellular,apr,wed,245,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
25,admin.,single,professional.course,no,yes,no,cellular,apr,wed,114,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
82,retired,married,unknown,no,no,no,cellular,apr,wed,321,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
24,services,single,high.school,no,yes,no,cellular,apr,wed,209,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
35,admin.,married,high.school,no,yes,no,cellular,apr,wed,1190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
58,retired,married,university.degree,no,unknown,unknown,cellular,apr,wed,624,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
40,admin.,divorced,university.degree,no,no,no,cellular,apr,wed,143,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
46,technician,married,basic.6y,unknown,yes,no,cellular,apr,wed,575,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
38,services,single,high.school,no,yes,no,cellular,apr,wed,1665,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
29,admin.,single,university.degree,no,no,no,cellular,apr,wed,548,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
30,unemployed,single,basic.9y,no,no,no,cellular,apr,wed,142,4,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
29,admin.,married,university.degree,no,yes,no,cellular,apr,wed,350,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
36,admin.,single,university.degree,no,yes,no,cellular,apr,thu,592,4,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1
32,self-employed,single,university.degree,no,no,no,cellular,apr,thu,394,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
43,admin.,divorced,high.school,no,yes,no,cellular,apr,thu,448,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1
33,technician,single,university.degree,no,no,no,cellular,apr,thu,657,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
33,technician,single,university.degree,no,unknown,unknown,cellular,apr,thu,527,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
33,technician,single,university.degree,no,yes,no,cellular,apr,thu,530,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,214,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,331,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,435,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,179,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
33,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,233,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,245,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,152,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
45,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,317,5,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
29,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1042,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,490,3,999,2,failure,-1.8,93.075,-47.1,1.435,5099.1
41,technician,married,professional.course,no,yes,no,cellular,apr,tue,466,5,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1
73,retired,divorced,basic.4y,no,no,yes,cellular,apr,tue,342,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,461,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
34,admin.,single,university.degree,no,no,no,cellular,apr,tue,142,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
34,admin.,single,university.degree,no,no,no,cellular,apr,tue,344,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1
34,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,125,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
24,services,single,high.school,no,yes,no,cellular,apr,tue,850,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
59,retired,married,university.degree,no,no,no,cellular,apr,tue,1073,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
24,services,single,high.school,no,yes,no,cellular,apr,tue,1594,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1
24,services,single,high.school,no,no,no,cellular,apr,tue,450,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
30,admin.,single,university.degree,no,no,yes,cellular,apr,tue,505,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
42,self-employed,married,university.degree,no,no,no,cellular,apr,tue,133,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,184,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,168,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
57,technician,married,professional.course,no,yes,no,cellular,apr,tue,324,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
30,admin.,married,university.degree,no,no,no,cellular,apr,tue,161,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
30,admin.,married,university.degree,no,yes,no,cellular,apr,tue,496,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
30,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,111,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
28,blue-collar,single,university.degree,no,no,no,cellular,apr,tue,107,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
42,self-employed,married,university.degree,no,yes,no,cellular,apr,tue,216,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1
46,technician,married,professional.course,no,no,no,cellular,apr,tue,279,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
57,admin.,married,high.school,no,yes,no,cellular,apr,tue,111,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
61,retired,married,university.degree,no,yes,no,cellular,apr,tue,216,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
69,retired,divorced,university.degree,no,yes,no,cellular,apr,tue,207,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
26,unemployed,single,university.degree,no,yes,no,telephone,apr,tue,300,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
28,admin.,single,university.degree,no,yes,no,cellular,apr,tue,295,5,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
70,retired,married,basic.4y,no,yes,no,cellular,apr,wed,223,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
32,unemployed,single,university.degree,no,yes,no,telephone,apr,wed,165,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1
70,retired,married,basic.4y,no,no,no,cellular,apr,wed,167,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1
43,management,married,basic.6y,no,no,no,cellular,apr,wed,945,1,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1
25,student,single,high.school,no,yes,yes,cellular,apr,wed,82,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
47,admin.,married,high.school,no,yes,no,cellular,apr,wed,903,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1
58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,282,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
49,management,married,university.degree,no,no,no,cellular,apr,wed,1214,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
32,unemployed,single,university.degree,no,no,no,cellular,apr,wed,110,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
42,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,1217,3,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
29,technician,single,university.degree,no,yes,no,cellular,apr,wed,389,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
26,admin.,single,high.school,no,no,no,cellular,apr,wed,171,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
66,retired,married,basic.4y,no,yes,no,cellular,apr,wed,512,11,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
67,retired,married,professional.course,no,yes,no,cellular,apr,wed,140,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
37,admin.,married,university.degree,no,yes,no,cellular,apr,wed,135,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
33,admin.,married,university.degree,no,no,no,cellular,apr,wed,441,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
33,admin.,married,university.degree,no,yes,no,cellular,apr,wed,355,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
26,admin.,single,high.school,no,yes,no,telephone,apr,wed,170,3,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,129,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
31,admin.,married,university.degree,no,no,no,telephone,apr,wed,118,3,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
25,student,single,high.school,no,no,no,telephone,apr,wed,405,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
30,admin.,married,university.degree,no,no,no,cellular,apr,wed,1038,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
66,retired,married,basic.4y,no,no,yes,cellular,apr,wed,139,5,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1
41,services,single,high.school,no,yes,yes,cellular,apr,wed,264,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
36,management,married,university.degree,no,no,no,cellular,apr,wed,353,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
51,entrepreneur,married,illiterate,no,yes,no,cellular,apr,thu,838,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
63,retired,married,unknown,no,yes,no,cellular,apr,thu,144,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
26,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,78,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
30,admin.,married,high.school,unknown,yes,no,cellular,apr,thu,648,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
26,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,thu,251,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
26,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,334,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
57,technician,married,university.degree,no,yes,no,cellular,apr,thu,836,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
29,admin.,single,university.degree,no,no,no,cellular,apr,thu,271,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,583,1,5,1,success,-1.8,93.075,-47.1,1.41,5099.1
45,services,divorced,basic.4y,no,no,yes,cellular,apr,thu,1579,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
32,admin.,single,university.degree,no,yes,no,cellular,apr,thu,495,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
47,admin.,single,high.school,no,no,no,cellular,apr,thu,1025,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
29,admin.,single,university.degree,no,no,no,cellular,apr,thu,298,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
36,blue-collar,married,unknown,no,no,no,cellular,apr,thu,1174,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
70,retired,married,unknown,no,yes,no,cellular,apr,thu,346,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
50,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,1463,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
33,technician,married,professional.course,no,no,no,cellular,apr,thu,285,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
33,technician,married,professional.course,no,no,yes,cellular,apr,thu,667,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
24,admin.,single,university.degree,no,yes,no,cellular,apr,thu,127,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
37,admin.,married,professional.course,no,yes,yes,cellular,apr,thu,700,5,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1365,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
56,admin.,married,basic.9y,no,yes,no,cellular,apr,thu,299,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
30,blue-collar,married,basic.9y,no,yes,no,telephone,apr,thu,426,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
40,services,married,high.school,no,no,no,cellular,apr,thu,161,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,944,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
26,student,single,university.degree,no,no,yes,cellular,apr,thu,551,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
31,student,single,unknown,unknown,yes,no,cellular,apr,thu,1156,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
19,student,single,unknown,no,yes,no,cellular,apr,fri,156,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
29,admin.,single,university.degree,no,no,no,cellular,apr,fri,678,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
32,management,single,university.degree,no,yes,no,cellular,apr,fri,709,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
33,technician,single,high.school,no,no,no,cellular,apr,fri,1017,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
36,technician,married,professional.course,no,yes,no,cellular,apr,fri,1095,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
19,student,single,unknown,no,yes,no,cellular,apr,fri,452,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
42,admin.,married,unknown,no,no,no,cellular,apr,fri,952,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
54,retired,married,basic.4y,no,yes,no,cellular,apr,fri,840,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
37,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,1311,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
43,blue-collar,married,high.school,no,no,no,cellular,apr,fri,997,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,574,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
27,admin.,single,university.degree,no,yes,no,cellular,apr,fri,156,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
43,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,882,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
35,admin.,single,university.degree,no,yes,no,cellular,apr,fri,1007,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
33,admin.,single,university.degree,unknown,no,yes,cellular,apr,fri,526,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38,technician,married,professional.course,unknown,no,no,cellular,apr,fri,1624,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1
33,technician,married,professional.course,no,no,yes,cellular,apr,fri,404,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
41,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,367,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
34,entrepreneur,married,university.degree,no,yes,yes,telephone,apr,fri,130,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
45,services,single,unknown,no,no,no,cellular,apr,fri,345,1,6,1,success,-1.8,93.075,-47.1,1.405,5099.1
32,blue-collar,single,high.school,no,yes,no,cellular,apr,fri,1080,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38,unemployed,divorced,high.school,no,yes,yes,cellular,apr,fri,715,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
38,admin.,married,university.degree,no,yes,no,cellular,apr,fri,107,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
41,admin.,married,university.degree,no,no,no,cellular,apr,fri,476,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
27,admin.,single,high.school,no,yes,no,cellular,apr,fri,108,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
22,admin.,single,university.degree,no,no,no,cellular,apr,fri,149,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
71,retired,single,unknown,no,yes,no,cellular,apr,fri,188,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
34,technician,married,university.degree,no,no,no,cellular,apr,fri,772,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
29,student,single,unknown,no,yes,no,cellular,apr,fri,170,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
34,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,104,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
49,technician,married,unknown,no,no,no,cellular,apr,fri,378,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
26,technician,single,professional.course,no,yes,no,cellular,apr,fri,378,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
55,management,married,university.degree,no,yes,no,cellular,apr,fri,949,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
40,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,apr,fri,2926,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
45,services,single,unknown,no,yes,no,cellular,apr,fri,164,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
28,admin.,single,university.degree,no,no,no,telephone,apr,fri,394,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
45,admin.,married,high.school,no,yes,yes,cellular,apr,fri,636,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38,technician,divorced,high.school,no,no,no,telephone,apr,fri,320,3,6,1,success,-1.8,93.075,-47.1,1.405,5099.1
39,management,single,university.degree,no,yes,no,cellular,apr,fri,271,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
48,admin.,divorced,high.school,no,no,yes,cellular,apr,fri,2139,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
60,retired,married,basic.4y,unknown,yes,no,cellular,apr,fri,314,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
45,services,single,unknown,no,no,no,telephone,apr,fri,541,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
45,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,158,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
19,student,single,unknown,no,yes,yes,cellular,apr,mon,206,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
19,student,single,unknown,no,yes,no,cellular,apr,mon,438,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
40,services,single,high.school,no,no,no,cellular,apr,mon,1332,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
48,services,single,high.school,no,yes,no,cellular,apr,mon,1202,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
48,services,married,high.school,no,no,no,cellular,apr,mon,1112,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
25,self-employed,divorced,university.degree,no,yes,no,cellular,apr,mon,227,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,860,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
40,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,1550,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
43,admin.,single,university.degree,no,yes,no,cellular,apr,mon,670,4,11,1,success,-1.8,93.075,-47.1,1.405,5099.1
40,admin.,single,high.school,no,yes,no,cellular,apr,mon,133,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
26,admin.,single,high.school,no,yes,no,cellular,apr,mon,190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
26,admin.,single,high.school,no,no,no,cellular,apr,mon,785,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
32,student,single,university.degree,no,yes,no,cellular,apr,mon,712,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
34,management,married,university.degree,no,yes,yes,cellular,apr,mon,107,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
68,retired,married,high.school,no,yes,no,cellular,apr,mon,194,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
26,admin.,single,high.school,no,no,no,telephone,apr,mon,216,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
57,entrepreneur,single,university.degree,no,yes,no,cellular,apr,mon,720,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
19,student,single,unknown,no,unknown,unknown,cellular,apr,mon,213,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
26,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,586,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
55,services,married,high.school,no,yes,yes,cellular,apr,mon,691,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,567,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
34,technician,married,basic.9y,no,yes,no,cellular,apr,mon,904,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
71,retired,married,university.degree,no,no,no,cellular,apr,mon,349,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
56,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,325,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
75,retired,divorced,basic.4y,no,no,no,cellular,apr,mon,227,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
19,student,single,unknown,no,yes,no,cellular,apr,mon,205,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
35,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,mon,76,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
56,housemaid,married,university.degree,no,yes,no,cellular,apr,mon,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
24,admin.,single,professional.course,no,yes,no,cellular,apr,mon,97,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
59,technician,divorced,professional.course,no,no,no,cellular,apr,mon,185,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
30,technician,single,university.degree,no,unknown,unknown,cellular,apr,mon,112,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
25,self-employed,divorced,university.degree,no,no,no,cellular,apr,mon,241,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
